ID_Laureate;AwardeeDisplayName;LaureateNameFirst;LaureateNameLast;LaureateGender;OrganisationName;OrganisationFoundedDate;OrganisationFoundedCity;OrganisationFoundedCityNow;OrganisationFoundedCityNowWiki;OrganisationFoundedCountry;OrganisationFoundedCountryNow;OrganisationFoundedNowWiki;OrganisationFoundedContinent;BirthDate;BirthCity;BirthCityNow;BirthCityNowWiki;BirthCityNowLat;BirthCityNowLon;BirthCountry;BirthCountryNow;BirthCountryNowWiki;BirthCountryLat;BirthCountryLon;BirthContinent;DeathDate;DeathCity;DeathCityNow;DeathCityNowWiki;DeathCityLat;DeathCityLon;DeathCountry;DeathCountryNow;DeathCountryNowWiki;DeathCountryLat;DeathCountryLon;DeathContinent;WikipediaSlug;WikipediaURL;Prize0_AwardYear;Prize0_Category;Prize0_Portion;Prize0_DateAwarded;Prize0_Status;Prize0_Amount;Prize0_AmountAdjusted_;Prize0_Motivation;Prize0_MotivationTop;Prize0_Affiliation0_Name;Prize0_Affiliation0_NameNow;Prize0_Affiliation0_City;Prize0_Affiliation0_CityNow;Prize0_Affiliation0_CityLatitude;Prize0_Affiliation0_CityLongitude;Prize0_Affiliation0_Country;Prize0_Affiliation0_CountryNow;Prize0_Affiliation0_CountryLat;Prize0_Affiliation0_CountryLon;Prize0_Affiliation0_Continent;Prize1_AwardYear;Prize1_Category;Prize1_SortOrder;Prize1_Portion;Prize1_DateAwarded;Prize1_Status;Prize1_Amount;Prize1_AmountAdjusted_;Prize1_Motivation;Prize1_MotivationTop;Prize1_Affiliation0_Name;Prize1_Affiliation0_NameNow;Prize1_Affiliation0_NameNative;Prize1_Affiliation0_City;Prize1_Affiliation0_CityNow;Prize1_Affiliation0_CityLatitude;Prize1_Affiliation0_CityLongitude;Prize1_Affiliation0_Country;Prize1_Affiliation0_CountryNow;Prize1_Affiliation0_CountryLat;Prize1_Affiliation0_CountryLon;Prize1_Affiliation0_Continent;Prize2_AwardYear;Prize2_Category;Prize2_SortOrder;Prize2_Portion;Prize2_DateAwarded;Prize2_Status;Prize2_Amount;Prize2_AmountAdjusted_;Prize2_Motivation;Prize2_MotivationTop;Religion;ReligionSubgroup;Ethnicity;PublicationYear;PublicationSource;PublicationTimegap;ParCatDegreeInstitution;ParCatDegreeCity;ParCatDegreeCountry;ParCatDegreeCityCountry;ParCatWorkInstitution;ParCatWorkCity;ParCatWorkCountry;ParCatWorkCityCountry;ParCatPrizeInstitution;ParCatPrizeCity;ParCatPrizeCountry;ParCatPrizeCityCountry
937.0;Bob Dylan;Bob;Dylan;male;;;;;;;;;;1941-05-24;Duluth, MN;Duluth, MN;https://www.wikidata.org/wiki/Q485708;46.77293;-92.125122;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Bob_Dylan;https://en.wikipedia.org/wiki/Bob_Dylan;2016;Literature;1;2016-10-13;received;8000000;9403431;for having created new poetic expressions within the great American song tradition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;;;;;;;;;;;;;;;
629.0;Boris Pasternak;Boris;Pasternak;male;;;;;;;;;;1890-02-10;Moscow;Moscow;https://www.wikidata.org/wiki/Q649;55.741387;37.618892;Russia;Russia;https://www.wikidata.org/wiki/Q159;66.416667;94.25;Europe;1960-05-30;Peredelkino;Peredelkino;https://www.wikidata.org/wiki/Q593888;55.655556;37.3325;Russia;Russia;https://www.wikidata.org/wiki/Q159;66.416667;94.25;Europe;Boris_Pasternak;https://en.wikipedia.org/wiki/Boris_Pasternak;1958;Literature;1;1958-10-28;restricted;214559;2998180;for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;;;;;;;;;;;;;;;
99.0;Brian D. Josephson;Brian D.;Josephson;male;;;;;;;;;;1940-01-04;Cardiff;Cardiff;https://www.wikidata.org/wiki/Q10690;51.484043;-3.169346;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;;;;;;;;;;;;;Brian_David_Josephson;https://en.wikipedia.org/wiki/Brian_David_Josephson;1973;Physics;1/2;1973-10-23;received;510000;3774355;for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects;;University of Cambridge;University of Cambridge;Cambridge;Cambridge;52.194605;0.135092;United Kingdom;United Kingdom;54.6;-2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1962.0;Harvard Dataverse;11.0;;;;;;;;;;;;
879.0;Brian Kobilka;Brian;Kobilka;male;;;;;;;;;;1955-05-30;Little Falls, MN;Little Falls, MN;https://www.wikidata.org/wiki/Q1903165;45.976357;-94.362503;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Brian_Kobilka;https://en.wikipedia.org/wiki/Brian_Kobilka;2012;Chemistry;1/2;2012-10-10;received;8000000;9471572;for studies of G-protein-coupled receptors;;Stanford University School of Medicine;Stanford University School of Medicine;Stanford, CA;Stanford, CA;37.424734;-122.163858;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Catholic;European;1986.0;Harvard Dataverse;26.0;Yale University;New Haven;United States;New Haven (United States);Duke University;Durham;United States;Durham (United States);Stanford University;Stanford;United States;Stanford (United States)
865.0;Brian P. Schmidt;Brian P.;Schmidt;male;;;;;;;;;;1967-02-24;Missoula, MT;Missoula, MT;https://www.wikidata.org/wiki/Q189602;46.870106;-113.99527;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Brian_Schmidt;https://en.wikipedia.org/wiki/Brian_Schmidt;2011;Physics;1/4;2011-10-04;received;10000000;11946007;for the discovery of the accelerating expansion of the Universe through observations of distant supernovae;;Australian National University;Australian National University;Weston Creek;Weston Creek;-35.342586;149.055027;Australia;Australia;-28.0;137.0;Oceania;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1998.0;Harvard Dataverse;13.0;Harvard University;Cambridge;United States;Cambridge (United States);Australian National University (MSSSO Moint Strongly and Siding Spring Observations);Weston Creek;Australia;Weston Creek (Australia);Australian National University (MSSSO Moint Strongly and Siding Spring Observations);Weston Creek;Australia;Weston Creek (Australia)
861.0;Bruce A. Beutler;Bruce A.;Beutler;male;;;;;;;;;;1957-12-29;Chicago, IL;Chicago, IL;https://www.wikidata.org/wiki/Q1297;41.876228;-87.638416;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Bruce_Beutler;https://en.wikipedia.org/wiki/Bruce_Beutler;2011;Medicine;1/4;2011-10-03;received;10000000;11946007;for their discoveries concerning the activation of innate immunity;;University of Texas Southwestern Medical Center at Dallas;University of Texas Southwestern Medical Center at Dallas;Dallas, TX;Dallas, TX;32.779831;-96.801627;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1998.0;Harvard Dataverse;13.0;University Chicago;Chicago;United States;Chicago (United States);Rockefeller University;New York;United States;New York (United States);University of Texas;Dallas;United States;Dallas (United States)
261.0;Bruce Merrifield;Bruce;Merrifield;male;;;;;;;;;;1921-07-15;Fort Worth, TX;Fort Worth, TX;https://www.wikidata.org/wiki/Q16558;32.756389;-97.3325;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;2006-05-14;Cresskill, NJ;Cresskill, NJ;https://www.wikidata.org/wiki/Q1088520;40.940763;-73.958279;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Robert_Bruce_Merrifield;https://en.wikipedia.org/wiki/Robert_Bruce_Merrifield;1984;Chemistry;1;1984-10-17;received;1650000;4284352;for his development of methodology for chemical synthesis on a solid matrix;;Rockefeller University;Rockefeller University;New York, NY;New York, NY;40.715758;-74.0113;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1963.0;Harvard Dataverse;21.0;;;;;;;;;;;;
105.0;Burton Richter;Burton;Richter;male;;;;;;;;;;1931-03-22;Brooklyn, NY;Brooklyn, NY;https://www.wikidata.org/wiki/Q18419;40.676379;-73.949819;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;2018-07-18;Stanford, CA;Stanford, CA;https://www.wikidata.org/wiki/Q173813;37.424734;-122.163858;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Burton_Richter;https://en.wikipedia.org/wiki/Burton_Richter;1976;Physics;1/2;1976-10-18;received;681000;3786503;for their pioneering work in the discovery of a heavy elementary particle of a new kind;;Stanford Linear Accelerator Center;Stanford Linear Accelerator Center;Stanford, CA;Stanford, CA;37.424734;-122.163858;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1974.0;Harvard Dataverse;2.0;;;;;;;;;;;;
34.0;C.T.R. Wilson;C.T.R.;Wilson;male;;;;;;;;;;1869-02-14;Glencorse;Glencorse;https://www.wikidata.org/wiki/Q24197253;55.850833;-3.204167;Scotland;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;1959-11-15;Carlops;Carlops;https://www.wikidata.org/wiki/Q5041644;55.826397;-3.251207;Scotland;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;Charles_Thomson_Rees_Wilson;https://en.wikipedia.org/wiki/Charles_Thomson_Rees_Wilson;1927;Physics;1/2;1927-11-10;received;126501;4071032;for his method of making the paths of electrically charged particles visible by condensation of vapour;;University of Cambridge;University of Cambridge;Cambridge;Cambridge;52.194605;0.135092;United Kingdom;United Kingdom;54.6;-2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1911.0;Harvard Dataverse;16.0;;;;;;;;;;;;
298.0;Camillo Golgi;Camillo;Golgi;male;;;;;;;;;;1843-07-07;Corteno;Corteno;https://www.wikidata.org/wiki/Q104096;46.166944;10.244444;Italy;Italy;https://www.wikidata.org/wiki/Q38;42.5;12.5;Europe;1926-01-21;Pavia;Pavia;https://www.wikidata.org/wiki/Q6259;45.184853;9.154865;Italy;Italy;https://www.wikidata.org/wiki/Q38;42.5;12.5;Europe;Camillo_Golgi;https://en.wikipedia.org/wiki/Camillo_Golgi;1906;Medicine;1/2;1906-10-25;received;138536;8407156;in recognition of their work on the structure of the nervous system;;Pavia University;Pavia University;Pavia;Pavia;45.184853;9.154865;Italy;Italy;42.5;12.5;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
666.0;Camilo José Cela;Camilo José;Cela;male;;;;;;;;;;1916-05-11;Iria Flavia;Iria Flavia;https://www.wikidata.org/wiki/Q3332445;42.745949;-8.655603;Spain;Spain;https://www.wikidata.org/wiki/Q29;40.2;-3.5;Europe;2002-01-17;Madrid;Madrid;https://www.wikidata.org/wiki/Q2807;40.423203;-3.693965;Spain;Spain;https://www.wikidata.org/wiki/Q29;40.2;-3.5;Europe;Camilo_José_Cela;https://en.wikipedia.org/wiki/Camilo_José_Cela;1989;Literature;1;1989-10-09;received;3000000;5938490;for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Roman Catholic;European;;;;;;;;;;;;;;;
189.0;Carl Bosch;Carl;Bosch;male;;;;;;;;;;1874-08-27;Cologne;Cologne;https://www.wikidata.org/wiki/Q365;50.938552;6.957702;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;1940-04-26;Heidelberg;Heidelberg;https://www.wikidata.org/wiki/Q2966;49.39922;8.680522;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;Carl_Bosch;https://en.wikipedia.org/wiki/Carl_Bosch;1931;Chemistry;1/2;1931-11-12;received;173206;5933702;in recognition of their contributions to the invention and development of chemical high pressure methods;;University of Heidelberg;University of Heidelberg;Heidelberg;Heidelberg;49.39922;8.680522;Germany;Germany;51.0;10.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1913.0;Harvard Dataverse;18.0;;;;;;;;;;;;
343.0;Carl Cori;Carl;Cori;male;;;;;;;;;;1896-12-05;Prague;Prague;https://www.wikidata.org/wiki/Q1085;50.07507;14.42989;Austria-Hungary;Czechia;https://www.wikidata.org/wiki/Q213;50.0;16.0;Europe;1984-10-20;Cambridge, MA;Cambridge, MA;https://www.wikidata.org/wiki/Q49111;42.374024;-71.107306;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Carl_Ferdinand_Cori;https://en.wikipedia.org/wiki/Carl_Ferdinand_Cori;1947;Medicine;1/4;1947-10-23;received;146115;3301577;for their discovery of the course of the catalytic conversion of glycogen;;Washington University;Washington University;St. Louis, MO;St. Louis, MO;38.628133;-90.212222;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1929.0;Harvard Dataverse;18.0;;;;;;;;;;;;
43.0;Carl D. Anderson;Carl D.;Anderson;male;;;;;;;;;;1905-09-03;New York, NY;New York, NY;https://www.wikidata.org/wiki/Q60;40.715758;-74.0113;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;1991-01-11;San Marino, CA;San Marino, CA;https://www.wikidata.org/wiki/Q850869;34.121397;-118.106459;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Carl_David_Anderson;https://en.wikipedia.org/wiki/Carl_David_Anderson;1936;Physics;1/2;1936-11-12;received;159850;5565925;for his discovery of the positron;;California Institute of Technology (Caltech);California Institute of Technology (Caltech);Pasadena, CA;Pasadena, CA;34.150071;-118.142111;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1933.0;Harvard Dataverse;3.0;;;;;;;;;;;;
588.0;Carl Spitteler;Carl;Spitteler;male;;;;;;;;;;1845-04-24;Liestal;Liestal;https://www.wikidata.org/wiki/Q68972;47.483889;7.735;Switzerland;Switzerland;https://www.wikidata.org/wiki/Q39;46.798562;8.231973;Europe;1924-12-29;Lucerne;Lucerne;https://www.wikidata.org/wiki/Q4191;47.050168;8.309307;Switzerland;Switzerland;https://www.wikidata.org/wiki/Q39;46.798562;8.231973;Europe;Carl_Spitteler;https://en.wikipedia.org/wiki/Carl_Spitteler;1919;Literature;1;1920-11-11;received;133127;2692969;in special appreciation of his epic, <I>Olympian Spring</I>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;;;;;;;;;;;;;;;
500.0;Carl von Ossietzky;Carl;von Ossietzky;male;;;;;;;;;;1889-10-03;Hamburg;Hamburg;https://www.wikidata.org/wiki/Q1055;53.548276;9.987422;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;1938-05-04;Berlin;Berlin;https://www.wikidata.org/wiki/Q64;52.522265;13.406852;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.0;10.0;Europe;Carl_von_Ossietzky;https://en.wikipedia.org/wiki/Carl_von_Ossietzky;1935;Peace;1;1936-11-24;received;159917;5661062;for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Protestant (Lutheran);European;;;;;;;;;;;;;;;
740.0;Carl Wieman;Carl;Wieman;male;;;;;;;;;;1951-03-26;Corvallis, OR;Corvallis, OR;https://www.wikidata.org/wiki/Q748474;44.564568;-123.262047;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Carl_Wieman;https://en.wikipedia.org/wiki/Carl_Wieman;2001;Physics;1/3;2001-10-09;received;10000000;13927869;for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates;;University of Colorado, JILA;University of Colorado, JILA;Boulder, CO;Boulder, CO;40.014316;-105.269847;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1995.0;Harvard Dataverse;6.0;Stanford University;Stanford;United States;Stanford (United States);University of Colorado;Boulder;United States;Boulder (United States);University of Colorado;Boulder;United States;Boulder (United States)
124.0;Carlo Rubbia;Carlo;Rubbia;male;;;;;;;;;;1934-03-31;Gorizia;Gorizia;https://www.wikidata.org/wiki/Q6596;45.942524;13.618705;Italy;Italy;https://www.wikidata.org/wiki/Q38;42.5;12.5;Europe;;;;;;;;;;;;;Carlo_Rubbia;https://en.wikipedia.org/wiki/Carlo_Rubbia;1984;Physics;1/2;1984-10-17;received;1650000;4284352;for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction;;CERN;CERN;Geneva;Geneva;46.203397;6.145957;Switzerland;Switzerland;46.798562;8.231973;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1983.0;Harvard Dataverse;1.0;;;;;;;;;;;;
562.0;Carlos Filipe Ximenes Belo;Carlos Filipe Ximenes;Belo;male;;;;;;;;;;1948-02-03;Wailacama;Wailacama;;;;East Timor;Timor-Leste;https://www.wikidata.org/wiki/Q574;-8.966669;125.75;Oceania;;;;;;;;;;;;;Carlos_Filipe_Ximenes_Belo;https://en.wikipedia.org/wiki/Carlos_Filipe_Ximenes_Belo;1996;Peace;1/2;1996-10-11;received;7400000;10750752;for their work towards a just and peaceful solution to the conflict in East Timor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Roman Catholic;Asian;;;;;;;;;;;;;;;
501.0;Carlos Saavedra Lamas;Carlos;Saavedra Lamas;male;;;;;;;;;;1878-11-01;Buenos Aires;Buenos Aires;https://www.wikidata.org/wiki/Q1486;-34.603443;-58.396729;Argentina;Argentina;https://www.wikidata.org/wiki/Q414;-34.0;-64.0;South America;1959-05-05;Buenos Aires;Buenos Aires;https://www.wikidata.org/wiki/Q1486;-34.603443;-58.396729;Argentina;Argentina;https://www.wikidata.org/wiki/Q414;-34.0;-64.0;South America;Carlos_Saavedra_Lamas;https://en.wikipedia.org/wiki/Carlos_Saavedra_Lamas;1936;Peace;1;1936-11-24;received;159850;5565925;for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;South American;;;;;;;;;;;;;;;
836.0;Carol W. Greider;Carol W.;Greider;female;;;;;;;;;;1961-04-15;San Diego, CA;San Diego, CA;https://www.wikidata.org/wiki/Q16552;32.7305;-117.166696;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Carol_W._Greider;https://en.wikipedia.org/wiki/Carol_W._Greider;2009;Medicine;1/3;2009-10-05;received;10000000;12413793;for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase;;Johns Hopkins University School of Medicine;Johns Hopkins University School of Medicine;Baltimore, MD;Baltimore, MD;39.291586;-76.625305;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1985.0;Harvard Dataverse;24.0;University of California;Berkeley;United States;Berkeley (United States);University of California;Berkeley;United States;Berkeley (United States);John Hopkins;Baltimore;United States;Baltimore (United States)
1015.0;Carolyn Bertozzi;Carolyn;Bertozzi;female;;;;;;;;;;1966-10-10;Boston, MA;Boston, MA;https://www.wikidata.org/wiki/Q100;42.36042;-71.05681;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;;;;;;;;;;;;;Carolyn_R._Bertozzi;https://en.wikipedia.org/wiki/Carolyn_R._Bertozzi;2022;Chemistry;1/3;2022-10-05;received;10000000;10000000;for the development of click chemistry and bioorthogonal chemistry;;Stanford University;Stanford University;Stanford, CA;Stanford, CA;37.424734;-122.163858;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;2005.0;ChatGPT 4c (September 2024);17.0;;;;;;;;;;;;
55.0;Cecil Powell;Cecil;Powell;male;;;;;;;;;;1903-12-05;Tonbridge;Tonbridge;https://www.wikidata.org/wiki/Q936183;51.188953;0.273588;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;1969-08-09;;;;;;Italy;Italy;https://www.wikidata.org/wiki/Q38;42.5;12.5;Europe;C._F._Powell;https://en.wikipedia.org/wiki/C._F._Powell;1950;Physics;1;1950-11-10;received;164304;3455264;for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method;;Bristol University;Bristol University;Bristol;Bristol;51.455112;-2.584545;United Kingdom;United Kingdom;54.6;-2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1947.0;Harvard Dataverse;3.0;;;;;;;;;;;;
1020.0;Center for Civil Liberties;;;;Center for Civil Liberties;2007-00-00;Kyiv;Kyiv;https://www.wikidata.org/wiki/Q1899;Ukraine;Ukraine;https://www.wikidata.org/wiki/Q212;Europe;;;;;;;;;;;;;;;;;;;;;;;;;The_Center_for_Civil_Liberties;https://en.wikipedia.org/wiki/The_Center_for_Civil_Liberties;2022;Peace;1/3;2022-10-07;received;10000000;10000000;The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;Organisation;;;;;;;;;;;;;;;
431.0;César Milstein;César;Milstein;male;;;;;;;;;;1927-10-08;Bahia Blanca;Bahia Blanca;https://www.wikidata.org/wiki/Q54108;-38.716667;-62.266667;Argentina;Argentina;https://www.wikidata.org/wiki/Q414;-34.0;-64.0;South America;2002-03-24;Cambridge;Cambridge;https://www.wikidata.org/wiki/Q350;52.194605;0.135092;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;César_Milstein;https://en.wikipedia.org/wiki/César_Milstein;1984;Medicine;1/3;1984-10-15;received;1650000;4284352;for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies;;MRC Laboratory of Molecular Biology;MRC Laboratory of Molecular Biology;Cambridge;Cambridge;52.194605;0.135092;United Kingdom;United Kingdom;54.6;-2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Jewish;;European;1975.0;Harvard Dataverse;9.0;;;;;;;;;;;;
384.0;Charles B. Huggins;Charles B.;Huggins;male;;;;;;;;;;1901-09-22;Halifax, Nova Scotia;Halifax, Nova Scotia;https://www.wikidata.org/wiki/Q2141;44.647778;-63.571389;Canada;Canada;https://www.wikidata.org/wiki/Q16;60.0;-110.0;North America;1997-01-12;Chicago, IL;Chicago, IL;https://www.wikidata.org/wiki/Q1297;41.876228;-87.638416;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Charles_Brenton_Huggins;https://en.wikipedia.org/wiki/Charles_Brenton_Huggins;1966;Medicine;1/2;1966-10-13;received;300000;3154455;for his discoveries concerning hormonal treatment of prostatic cancer;;University of Chicago, Ben May Laboratory for Cancer Research;University of Chicago, Ben May Laboratory for Cancer Research;Chicago, IL;Chicago, IL;41.876228;-87.638416;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1941.0;Harvard Dataverse;25.0;;;;;;;;;;;;
25.0;Charles Edouard Guillaume;Charles Edouard;Guillaume;male;;;;;;;;;;1861-02-15;Fleurier;Fleurier;https://www.wikidata.org/wiki/Q628354;46.9;6.583306;Switzerland;Switzerland;https://www.wikidata.org/wiki/Q39;46.798562;8.231973;Europe;1938-06-13;Sèvres;Sèvres;https://www.wikidata.org/wiki/Q206493;48.821281;2.209692;France;France;https://www.wikidata.org/wiki/Q142;47.0;2.0;Europe;Charles_Édouard_Guillaume;https://en.wikipedia.org/wiki/Charles_Édouard_Guillaume;1920;Physics;1;1920-11-11;received;134100;2712651;in recognition of the service he has rendered to precision measurements in Physics by his discovery of anomalies in nickel steel alloys;;Bureau International des Poids et Mesures (International Bureau of Weights and Measures);Bureau International des Poids et Mesures (International Bureau of Weights and Measures);Sèvres;Sèvres;48.821281;2.209692;France;France;47.0;2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;European;1919.0;Harvard Dataverse;1.0;;;;;;;;;;;;
489.0;Charles G. Dawes;Charles G.;Dawes;male;;;;;;;;;;1865-08-27;Marietta, OH;Marietta, OH;https://www.wikidata.org/wiki/Q985482;39.420611;-81.450306;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;1951-04-23;Evanston, IL;Evanston, IL;https://www.wikidata.org/wiki/Q462799;42.045791;-87.686963;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Charles_G._Dawes;https://en.wikipedia.org/wiki/Charles_G._Dawes;1925;Peace;1/2;1926-12-10;received;118165;3637427;for his crucial role in bringing about the Dawes Plan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Protestant (Congregationalist);European;;;;;;;;;;;;;;;
22.0;Charles Glover Barkla;Charles Glover;Barkla;male;;;;;;;;;;1877-06-07;Widnes;Widnes;https://www.wikidata.org/wiki/Q1022741;53.363056;-2.728056;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;1944-10-23;Edinburgh;Edinburgh;https://www.wikidata.org/wiki/Q23436;55.955709;-3.207405;Scotland;United Kingdom;https://www.wikidata.org/wiki/Q145;54.6;-2.0;Europe;Charles_Glover_Barkla;https://en.wikipedia.org/wiki/Charles_Glover_Barkla;1917;Physics;1;1918-11-12;received;133823;4441251;"for his discovery of the characteristic R&ouml;ntgen radiation of the elements";;Edinburgh University;Edinburgh University;Edinburgh;Edinburgh;55.955709;-3.207405;United Kingdom;United Kingdom;54.6;-2.0;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Methodist;European;1906.0;Harvard Dataverse;11.0;;;;;;;;;;;;
81.0;Charles H. Townes;Charles H.;Townes;male;;;;;;;;;;1915-07-28;Greenville, SC;Greenville, SC;https://www.wikidata.org/wiki/Q574192;34.844444;-82.385556;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;2015-01-27;Berkeley, CA;Berkeley, CA;https://www.wikidata.org/wiki/Q484678;37.87179;-122.274715;USA;United States;https://www.wikidata.org/wiki/Q30;39.828175;-98.5795;North America;Charles_Hard_Townes;https://en.wikipedia.org/wiki/Charles_Hard_Townes;1964;Physics;1/2;1964-10-29;received;273000;3203602;for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle;;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology (MIT);Cambridge, MA;Cambridge, MA;42.374024;-71.107306;USA;United States;39.828175;-98.5795;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Christian;Protestant (United Church of Christ);European;1958.0;Harvard Dataverse;6.0;;;;;;;;;;;;
