ID_Laureate;AwardeeDisplayName;LaureateNameKnown;LaureateNameFirst;LaureateNameLast;LaureateNameFull;LaureateNamePenOriginal;Filename;LaureateGender;OrganisationName;OrganisationNameNative;OrganisationAcronym;OrganisationFoundedDate;OrganisationFoundedCity;OrganisationFoundedCityNow;OrganisationFoundedCityNowWiki;OrganisationFoundedCountry;OrganisationFoundedCountryNow;OrganisationFoundedNowWiki;OrganisationFoundedContinent;BirthDate;BirthCity;BirthCityNow;BirthCityNowWiki;BirthCityNowLat;BirthCityNowLon;BirthCountry;BirthCountryNow;BirthCountryNowWiki;BirthCountryLat;BirthCountryLon;BirthContinent;DeathDate;DeathCity;DeathCityNow;DeathCityNowWiki;DeathCityLat;DeathCityLon;DeathCountry;DeathCountryNow;DeathCountryNowWiki;DeathCountryLat;DeathCountryLon;DeathContinent;WikipediaSlug;WikipediaURL;WikidataID;WikidataURL;Prize0_AwardYear;Prize0_Category;Prize0_SortOrder;Prize0_Portion;Prize0_DateAwarded;Prize0_Status;Prize0_Amount;Prize0_AmountAdjusted_;Prize0_Motivation;Prize0_MotivationTop;Prize0_Affiliation0_Name;Prize0_Affiliation0_NameNow;Prize0_Affiliation0_NameNative;Prize0_Affiliation0_City;Prize0_Affiliation0_CityNow;Prize0_Affiliation0_CityLatitude;Prize0_Affiliation0_CityLongitude;Prize0_Affiliation0_Country;Prize0_Affiliation0_CountryNow;Prize0_Affiliation0_CountryLat;Prize0_Affiliation0_CountryLon;Prize0_Affiliation0_Continent;Prize0_Affiliation1_Name;Prize0_Affiliation1_NameNow;Prize0_Affiliation1_NameNative;Prize0_Affiliation1_City;Prize0_Affiliation1_CityNow;Prize0_Affiliation1_CityLatitude;Prize0_Affiliation1_CityLongitude;Prize0_Affiliation1_Country;Prize0_Affiliation1_CountryNow;Prize0_Affiliation1_CountryLat;Prize0_Affiliation1_CountryLon;Prize0_Affiliation1_Continent;Prize0_Residence0_City;Prize0_Residence0_CityNow;Prize0_Residence0_Country;Prize0_Residence0_CountryNow;Prize0_Residence0_Continent;Prize0_Residence1_City;Prize0_Residence1_CityNow;Prize0_Residence1_Country;Prize0_Residence1_CountryNow;Prize0_Residence1_Continent;Prize1_AwardYear;Prize1_Category;Prize1_SortOrder;Prize1_Portion;Prize1_DateAwarded;Prize1_Status;Prize1_Amount;Prize1_AmountAdjusted_;Prize1_Motivation;Prize1_MotivationTop;Prize1_Affiliation0_Name;Prize1_Affiliation0_NameNow;Prize1_Affiliation0_NameNative;Prize1_Affiliation0_City;Prize1_Affiliation0_CityNow;Prize1_Affiliation0_CityLatitude;Prize1_Affiliation0_CityLongitude;Prize1_Affiliation0_Country;Prize1_Affiliation0_CountryNow;Prize1_Affiliation0_CountryLat;Prize1_Affiliation0_CountryLon;Prize1_Affiliation0_Continent;Prize2_AwardYear;Prize2_Category;Prize2_SortOrder;Prize2_Portion;Prize2_DateAwarded;Prize2_Status;Prize2_Amount;Prize2_AmountAdjusted_;Prize2_Motivation;Prize2_MotivationTop;Prize0_Affiliation2_Name;Prize0_Affiliation2_NameNow;Prize0_Affiliation2_NameNative;Prize0_Affiliation2_City;Prize0_Affiliation2_CityNow;Prize0_Affiliation2_CityLatitude;Prize0_Affiliation2_CityLongitude;Prize0_Affiliation2_Country;Prize0_Affiliation2_CountryNow;Prize0_Affiliation2_CountryLat;Prize0_Affiliation2_CountryLon;Prize0_Affiliation2_Continent;Prize0_Affiliation3_Name;Prize0_Affiliation3_NameNow;Prize0_Affiliation3_NameNative;Prize0_Affiliation3_City;Prize0_Affiliation3_CityNow;Prize0_Affiliation3_CityLatitude;Prize0_Affiliation3_CityLongitude;Prize0_Affiliation3_Country;Prize0_Affiliation3_CountryNow;Prize0_Affiliation3_CountryLat;Prize0_Affiliation3_CountryLon;Prize0_Affiliation3_Continent
190;Friedrich Bergius;Friedrich Bergius;Friedrich;Bergius;Friedrich Bergius;;bergius;male;;;;;;;;;;;;1884-10-11;Goldschmieden, near Breslau;Goldschmieden, near Breslau;;;;Germany;Poland;https://www.wikidata.org/wiki/Q36;52.000000;19.000000;Europe;1949-03-30;Buenos Aires;Buenos Aires;https://www.wikidata.org/wiki/Q1486;-34.603443;-58.396729;Argentina;Argentina;https://www.wikidata.org/wiki/Q414;-34.000000;-64.000000;South America;Friedrich_Bergius;https://en.wikipedia.org/wiki/Friedrich_Bergius;Q76614;https://www.wikidata.org/wiki/Q76614;1931;Chemistry;2;1/2;1931-11-12;received;173206;6439352;in recognition of their contributions to the invention and development of chemical high pressure methods;;University of Heidelberg;University of Heidelberg;;Heidelberg;Heidelberg;49.399220;8.680522;Germany;Germany;51.000000;10.000000;Europe;I.G. Farbenindustrie A.G.;I.G. Farbenindustrie A.G.;;Mannheim-Rheinau;Mannheim-Rheinau;49.432189;8.531714;Germany;Germany;51.000000;10.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
685;Friedrich von Hayek;Friedrich von Hayek;Friedrich;von Hayek;Friedrich August von Hayek;;hayek;male;;;;;;;;;;;;1899-05-08;Vienna;Vienna;https://www.wikidata.org/wiki/Q1741;48.207646;16.372793;Austria;Austria;https://www.wikidata.org/wiki/Q40;48.000000;14.000000;Europe;1992-03-23;Freiburg;Freiburg;https://www.wikidata.org/wiki/Q2833;47.999008;7.842104;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;Friedrich_Hayek;https://en.wikipedia.org/wiki/Friedrich_Hayek;Q1325;https://www.wikidata.org/wiki/Q1325;1974;Economic Sciences;2;1/2;1974-10-09;received;550000;4011867;for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
508;Friends Service Council;;;;;;friends-council;;Friends Service Council;Friends Service Council;;1647-00-00;London;London;https://www.wikidata.org/wiki/Q84;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;Europe;;;;;;;;;;;;;;;;;;;;;;;;;Quaker_Peace_and_Social_Witness;https://en.wikipedia.org/wiki/Quaker_Peace_and_Social_Witness;Q677499;https://www.wikidata.org/wiki/Q677499;1947;Peace;1;1/2;1947-10-30;received;146115;3582926;for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;Frits Zernike;Frits Zernike;Frits;Zernike;Frits Zernike;;zernike;male;;;;;;;;;;;;1888-07-16;Amsterdam;Amsterdam;https://www.wikidata.org/wiki/Q727;52.369420;4.907108;the Netherlands;the Netherlands;https://www.wikidata.org/wiki/Q55;52.316667;5.550000;Europe;1966-03-10;Groningen;Groningen;https://www.wikidata.org/wiki/Q749;53.218593;6.566722;the Netherlands;the Netherlands;https://www.wikidata.org/wiki/Q55;52.316667;5.550000;Europe;Frits_Zernike;https://en.wikipedia.org/wiki/Frits_Zernike;Q188293;https://www.wikidata.org/wiki/Q188293;1953;Physics;1;1;1953-11-04;received;175293;3156643;for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope;;Groningen University;Groningen University;;Groningen;Groningen;53.218593;6.566722;the Netherlands;the Netherlands;52.316667;5.550000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;Fritz Haber;Fritz Haber;Fritz;Haber;Fritz Haber;;haber;male;;;;;;;;;;;;1868-12-09;Breslau;Wroclaw;https://www.wikidata.org/wiki/Q1799;51.110000;17.032500;Prussia;Poland;https://www.wikidata.org/wiki/Q36;52.000000;19.000000;Europe;1934-01-29;Basel;Basel;https://www.wikidata.org/wiki/Q78;47.560153;7.587880;Switzerland;Switzerland;https://www.wikidata.org/wiki/Q39;46.798562;8.231973;Europe;Fritz_Haber;https://en.wikipedia.org/wiki/Fritz_Haber;Q57075;https://www.wikidata.org/wiki/Q57075;1918;Chemistry;1;1;1919-11-13;received;138198;3500510;for the synthesis of ammonia from its elements;;Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie;Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie;;Berlin-Dahlem;Berlin-Dahlem;52.453739;13.293130;Germany;Germany;51.000000;10.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;Fritz Lipmann;Fritz Lipmann;Fritz;Lipmann;Fritz Albert Lipmann;;lipmann;male;;;;;;;;;;;;1899-06-12;Koenigsberg;Kaliningrad;https://www.wikidata.org/wiki/Q1829;54.716667;20.500000;Germany;Russia;https://www.wikidata.org/wiki/Q159;66.416667;94.250000;Europe;1986-07-24;Poughkeepsie, NY;Poughkeepsie, NY;https://www.wikidata.org/wiki/Q178093;41.700371;-73.920970;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;Fritz_Albert_Lipmann;https://en.wikipedia.org/wiki/Fritz_Albert_Lipmann;Q77104;https://www.wikidata.org/wiki/Q77104;1953;Physiology or Medicine;2;1/2;1953-10-22;received;175293;3156643;for his discovery of co-enzyme A and its importance for intermediary metabolism;;Harvard Medical School;Harvard Medical School;;Boston, MA;Boston, MA;42.360420;-71.056810;USA;USA;39.828175;-98.579500;North America;Massachusetts General Hospital;Massachusetts General Hospital;;Boston, MA;Boston, MA;42.360420;-71.056810;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
181;Fritz Pregl;Fritz Pregl;Fritz;Pregl;Fritz Pregl;;pregl;male;;;;;;;;;;;;1869-09-03;Laibach;Ljubljana;https://www.wikidata.org/wiki/Q437;46.051389;14.506111;Austria-Hungary;Slovenia;https://www.wikidata.org/wiki/Q215;46.000000;15.000000;Europe;1930-12-13;Graz;Graz;https://www.wikidata.org/wiki/Q13298;47.071923;15.443848;Austria;Austria;https://www.wikidata.org/wiki/Q40;48.000000;14.000000;Europe;Fritz_Pregl;https://en.wikipedia.org/wiki/Fritz_Pregl;Q78482;https://www.wikidata.org/wiki/Q78482;1923;Chemistry;1;1;1923-11-13;received;114935;3895958;for his invention of the method of micro-analysis of organic substances;;Graz University;Graz University;;Graz;Graz;47.071923;15.443848;Austria;Austria;48.000000;14.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
659;Gabriel García Márquez;Gabriel García Márquez;Gabriel;García Márquez;Gabriel García Márquez;;marquez;male;;;;;;;;;;;;1927-03-06;Aracataca;Aracataca;https://www.wikidata.org/wiki/Q624492;10.591111;-74.185000;Colombia;Colombia;https://www.wikidata.org/wiki/Q739;4.000000;-73.250000;South America;2014-04-17;Mexico City;Mexico City;https://www.wikidata.org/wiki/Q1489;19.431956;-99.134606;Mexico;Mexico;https://www.wikidata.org/wiki/Q96;23.000000;-102.000000;North America;Gabriel_García_Márquez;https://en.wikipedia.org/wiki/Gabriel_García_Márquez;Q5878;https://www.wikidata.org/wiki/Q5878;1982;Literature;1;1;1982-10-21;received;1150000;3814029;for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts;;;;;;;;;;;;;;;;;;;;;;;;;;Graz;Graz;Austria;Austria;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;Gabriel Lippmann;Gabriel Lippmann;Gabriel;Lippmann;Gabriel Lippmann;;lippmann;male;;;;;;;;;;;;1845-08-16;Hollerich;Hollerich;https://www.wikidata.org/wiki/Q1624823;49.604222;6.111880;Luxembourg;Luxembourg;https://www.wikidata.org/wiki/Q32;49.770000;6.130000;Europe;1921-07-13;;;;;;;;;;;;Gabriel_Lippmann;https://en.wikipedia.org/wiki/Gabriel_Lippmann;Q133232;https://www.wikidata.org/wiki/Q133232;1908;Physics;1;1;1908-11-10;received;139800;8709162;for his method of reproducing colours photographically based on the phenomenon of interference;;Sorbonne University;Sorbonne University;;Paris;Paris;48.860093;2.355954;France;France;47.000000;2.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
615;Gabriela Mistral;Gabriela Mistral;Gabriela;Mistral;Gabriela Mistral;(pen-name of Lucila Godoy Alcayaga);mistral;female;;;;;;;;;;;;1889-04-07;Vicuña;Vicuña;https://www.wikidata.org/wiki/Q201007;-30.032743;-70.708048;Chile;Chile;https://www.wikidata.org/wiki/Q298;-33.000000;-71.000000;South America;1957-01-10;Hempstead, NY;Hempstead, NY;https://www.wikidata.org/wiki/Q1583289;40.706213;-73.618740;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;Gabriela_Mistral;https://en.wikipedia.org/wiki/Gabriela_Mistral;Q80871;https://www.wikidata.org/wiki/Q80871;1945;Literature;1;1;1945-11-15;received;121333;3073325;for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world;;;;;;;;;;;;;;;;;;;;;;;;;;Paris;Paris;France;France;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
734;Gao Xingjian;Gao Xingjian;Xingjian;Gao;Gao Xingjian;;gao;male;;;;;;;;;;;;1940-01-04;Ganzhou;Ganzhou;https://www.wikidata.org/wiki/Q363166;25.828921;114.933844;China;China;https://www.wikidata.org/wiki/Q148;35.844722;103.451944;Asia;;;;;;;;;;;;;Gao_Xingjian;https://en.wikipedia.org/wiki/Gao_Xingjian;Q18143;https://www.wikidata.org/wiki/Q18143;2000;Literature;1;1;2000-10-12;received;9000000;13932169;for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama;;;;;;;;;;;;;;;;;;;;;;;;;;Paris;Paris;France;France;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
708;Gary Becker;Gary Becker;Gary;Becker;Gary S. Becker;;becker;male;;;;;;;;;;;;1930-12-02;Pottsville, PA;Pottsville, PA;https://www.wikidata.org/wiki/Q1027800;40.685000;-76.203056;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;2014-05-03;Chicago, IL;Chicago, IL;https://www.wikidata.org/wiki/Q1297;41.876228;-87.638416;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;Gary_Becker;https://en.wikipedia.org/wiki/Gary_Becker;Q191020;https://www.wikidata.org/wiki/Q191020;1992;Economic Sciences;1;1;1992-10-13;received;6500000;11290505;for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour;;University of Chicago;University of Chicago;;Chicago, IL;Chicago, IL;41.876228;-87.638416;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;Geoffrey Wilkinson;Geoffrey Wilkinson;Geoffrey;Wilkinson;Geoffrey Wilkinson;;wilkinson;male;;;;;;;;;;;;1921-07-14;Todmorden;Todmorden;https://www.wikidata.org/wiki/Q1327770;53.713056;-2.096111;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.600000;-2.000000;Europe;1996-09-26;London;London;https://www.wikidata.org/wiki/Q84;51.510235;-0.120852;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.600000;-2.000000;Europe;Geoffrey_Wilkinson;https://en.wikipedia.org/wiki/Geoffrey_Wilkinson;Q274128;https://www.wikidata.org/wiki/Q274128;1973;Chemistry;2;1/2;1973-10-23;received;510000;4095993;for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds;;Imperial College;Imperial College;;London;London;51.510235;-0.120852;United Kingdom;United Kingdom;54.600000;-2.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;Georg von Békésy;Georg von Békésy;Georg;von Békésy;Georg von Békésy;;bekesy;male;;;;;;;;;;;;1899-06-03;Budapest;Budapest;https://www.wikidata.org/wiki/Q1781;47.497799;19.038285;Hungary;Hungary;https://www.wikidata.org/wiki/Q28;47.000000;19.000000;Europe;1972-06-13;Honolulu, HI;Honolulu, HI;https://www.wikidata.org/wiki/Q18094;21.304546;-157.855682;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;Georg_von_Békésy;https://en.wikipedia.org/wiki/Georg_von_Békésy;Q238716;https://www.wikidata.org/wiki/Q238716;1961;Physiology or Medicine;1;1;1961-10-19;received;250233;3538571;for his discoveries of the physical mechanism of stimulation within the cochlea;;Harvard University;Harvard University;;Cambridge, MA;Cambridge, MA;42.374024;-71.107306;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Georg Wittig;Georg Wittig;Georg;Wittig;Georg Wittig;;wittig;male;;;;;;;;;;;;1897-06-16;Berlin;Berlin;https://www.wikidata.org/wiki/Q64;52.522265;13.406852;Germany;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;1987-08-26;Heidelberg;Heidelberg;https://www.wikidata.org/wiki/Q2966;49.399220;8.680522;West Germany;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;Georg_Wittig;https://en.wikipedia.org/wiki/Georg_Wittig;Q77171;https://www.wikidata.org/wiki/Q77171;1979;Chemistry;2;1/2;1979-10-15;received;800000;3673307;for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis;;University of Heidelberg;University of Heidelberg;;Heidelberg;Heidelberg;49.399220;8.680522;Germany;Germany;51.000000;10.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
744;George A. Akerlof;George A. Akerlof;George A.;Akerlof;George A. Akerlof;;akerlof;male;;;;;;;;;;;;1940-06-17;New Haven, CT;New Haven, CT;https://www.wikidata.org/wiki/Q49145;41.307802;-72.932531;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;;;;;;;;;;;;;George_Akerlof;https://en.wikipedia.org/wiki/George_Akerlof;Q222541;https://www.wikidata.org/wiki/Q222541;2001;Economic Sciences;1;1/3;2001-10-10;received;10000000;15114754;for their analyses of markets with asymmetric information;;University of California;University of California;;Berkeley, CA;Berkeley, CA;37.871790;-122.274715;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;George A. Olah;George A. Olah;George A.;Olah;George A. Olah;;olah;male;;;;;;;;;;;;1927-05-22;Budapest;Budapest;https://www.wikidata.org/wiki/Q1781;47.497799;19.038285;Hungary;Hungary;https://www.wikidata.org/wiki/Q28;47.000000;19.000000;Europe;2017-03-08;Los Angeles, CA;Los Angeles, CA;https://www.wikidata.org/wiki/Q65;34.062144;-118.225001;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;George_Andrew_Olah;https://en.wikipedia.org/wiki/George_Andrew_Olah;Q192603;https://www.wikidata.org/wiki/Q192603;1994;Chemistry;1;1;1994-10-12;received;7000000;11370684;for his contribution to carbocation chemistry;;University of Southern California;University of Southern California;;Los Angeles, CA;Los Angeles, CA;34.062144;-118.225001;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;George Beadle;George Beadle;George;Beadle;George Wells Beadle;;beadle;male;;;;;;;;;;;;1903-10-22;Wahoo, NE;Wahoo, NE;https://www.wikidata.org/wiki/Q660140;41.211111;-96.619806;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;1989-06-09;Pomona, CA;Pomona, CA;https://www.wikidata.org/wiki/Q486868;34.055227;-117.752305;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;George_Wells_Beadle;https://en.wikipedia.org/wiki/George_Wells_Beadle;Q238739;https://www.wikidata.org/wiki/Q238739;1958;Physiology or Medicine;1;1/4;1958-10-30;received;214559;3253674;for their discovery that genes act by regulating definite chemical events;;California Institute of Technology (Caltech);California Institute of Technology (Caltech);;Pasadena, CA;Pasadena, CA;34.150071;-118.142111;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
596;George Bernard Shaw;George Bernard Shaw;George Bernard;Shaw;George Bernard Shaw;;shaw;male;;;;;;;;;;;;1856-07-26;Dublin;Dublin;https://www.wikidata.org/wiki/Q1761;53.351676;-6.261504;Ireland;Ireland;https://www.wikidata.org/wiki/Q27;53.000000;-8.000000;Europe;1950-11-02;Ayot St. Lawrence;Ayot St. Lawrence;https://www.wikidata.org/wiki/Q793195;51.833300;-0.250000;United Kingdom;United Kingdom;https://www.wikidata.org/wiki/Q145;54.600000;-2.000000;Europe;George_Bernard_Shaw;https://en.wikipedia.org/wiki/George_Bernard_Shaw;Q19185;https://www.wikidata.org/wiki/Q19185;1925;Literature;1;1;1926-11-11;received;118165;3947396;for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty;;;;;;;;;;;;;;;;;;;;;;;;;;Pasadena, CA;Pasadena, CA;USA;USA;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
514;George C. Marshall;George C. Marshall;George C.;Marshall;George Catlett Marshall;;marshall;male;;;;;;;;;;;;1880-12-31;Uniontown, PA;Uniontown, PA;https://www.wikidata.org/wiki/Q1187047;39.900000;-79.724444;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;1959-10-16;Washington, D.C.;Washington, D.C.;https://www.wikidata.org/wiki/Q61;38.899065;-77.036523;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;George_Marshall;https://en.wikipedia.org/wiki/George_Marshall;Q151414;https://www.wikidata.org/wiki/Q151414;1953;Peace;1;1;1953-10-30;received;175293;3156643;for proposing and supervising the plan for the economic recovery of Europe;;;;;;;;;;;;;;;;;;;;;;;;;;Pasadena, CA;Pasadena, CA;USA;USA;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
421;George D. Snell;George D. Snell;George D.;Snell;George D. Snell;;snell;male;;;;;;;;;;;;1903-12-19;Bradford, MA;Bradford, MA;https://www.wikidata.org/wiki/Q4954548;42.769444;-71.075833;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;1996-06-06;Bar Harbor, ME;Bar Harbor, ME;https://www.wikidata.org/wiki/Q1672375;44.389205;-68.205617;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;George_Davis_Snell;https://en.wikipedia.org/wiki/George_Davis_Snell;Q295666;https://www.wikidata.org/wiki/Q295666;1980;Physiology or Medicine;3;1/3;1980-10-10;received;880000;3552364;for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions;;Jackson Laboratory;Jackson Laboratory;;Bar Harbor, ME;Bar Harbor, ME;44.389205;-68.205617;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;George de Hevesy;George de Hevesy;George;de Hevesy;George de Hevesy;;hevesy;male;;;;;;;;;;;;1885-08-01;Budapest;Budapest;https://www.wikidata.org/wiki/Q1781;47.497799;19.038285;Austria-Hungary;Hungary;https://www.wikidata.org/wiki/Q28;47.000000;19.000000;Europe;1966-07-05;Freiburg im Breisgau;Freiburg im Breisgau;https://www.wikidata.org/wiki/Q2833;47.995000;7.850000;West Germany;Germany;https://www.wikidata.org/wiki/Q183;51.000000;10.000000;Europe;George_de_Hevesy;https://en.wikipedia.org/wiki/George_de_Hevesy;Q76951;https://www.wikidata.org/wiki/Q76951;1943;Chemistry;1;1;1944-11-09;received;123691;3098997;for his work on the use of isotopes as tracers in the study of chemical processes;;Stockholm University;Stockholm University;;Stockholm;Stockholm;59.325371;18.070794;Sweden;Sweden;61.000000;15.000000;Europe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
405;George E. Palade;George E. Palade;George E.;Palade;George E. Palade;;palade;male;;;;;;;;;;;;1912-11-19;Iasi;Iasi;https://www.wikidata.org/wiki/Q46852;47.156108;27.601732;Romania;Romania;https://www.wikidata.org/wiki/Q218;46.000000;25.000000;Europe;2008-10-07;Del Mar, CA;Del Mar, CA;https://www.wikidata.org/wiki/Q674469;32.959489;-117.265315;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;George_Emil_Palade;https://en.wikipedia.org/wiki/George_Emil_Palade;Q219718;https://www.wikidata.org/wiki/Q219718;1974;Physiology or Medicine;3;1/3;1974-10-10;received;550000;4011867;for their discoveries concerning the structural and functional organization of the cell;;Yale University, School of Medicine;Yale University, School of Medicine;;New Haven, CT;New Haven, CT;41.307802;-72.932531;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
840;George E. Smith;George E. Smith;George E.;Smith;George E. Smith;;smith;male;;;;;;;;;;;;1930-05-10;White Plains, NY;White Plains, NY;https://www.wikidata.org/wiki/Q462177;41.033985;-73.762909;USA;USA;https://www.wikidata.org/wiki/Q30;39.828175;-98.579500;North America;;;;;;;;;;;;;George_E._Smith;https://en.wikipedia.org/wiki/George_E._Smith;Q76373;https://www.wikidata.org/wiki/Q76373;2009;Physics;3;1/4;2009-10-06;received;10000000;13471654;for the invention of an imaging semiconductor circuit - the CCD sensor;;Bell Laboratories;Bell Laboratories;;Murray Hill, NJ;Murray Hill, NJ;40.695294;-74.399829;USA;USA;39.828175;-98.579500;North America;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
