ID_Laureate;AwardeeDisplayName;Prize0_Category;Prize0_AwardYear;ID_External;YearOfPublication;Source;Timegap
220;Nikolay Semenov;Chemistry;1956;20117;1935;Harvard Dataverse;21
244;Ernst Otto Fischer;Chemistry;1973;20092;1952;Harvard Dataverse;21
245;Geoffrey Wilkinson;Chemistry;1973;20091;1952;Harvard Dataverse;21
252;Herbert C. Brown;Chemistry;1979;20084;1958;Harvard Dataverse;21
261;Bruce Merrifield;Chemistry;1984;20075;1963;Harvard Dataverse;21
282;Mario J. Molina;Chemistry;1995;20053;1974;Harvard Dataverse;21
283;F. Sherwood Rowland;Chemistry;1995;20055;1974;Harvard Dataverse;21
743;K. Barry Sharpless;Chemistry;2001;20040;1980;Harvard Dataverse;21
1002;Benjamin List;Chemistry;2021;;2000;ChatGPT 4c (September 2024);21
1003;David W.C. MacMillan;Chemistry;2021;;2000;ChatGPT 4c (September 2024);21
10743;K. Barry Sharpless;Chemistry;2022;;2001;ChatGPT 4c (September 2024);21
315;Willem Einthoven;Medicine;1924;30182;1903;Harvard Dataverse;21
378;Konrad Bloch;Medicine;1964;30125;1943;Harvard Dataverse;21
407;Renato Dulbecco;Medicine;1975;30098;1954;Harvard Dataverse;21
420;Jean Dausset;Medicine;1980;30084;1959;Harvard Dataverse;21
460;Ferid Murad;Medicine;1998;30044;1977;Harvard Dataverse;21
789;Barry J. Marshall;Medicine;2005;30029;1984;Harvard Dataverse;21
790;J. Robin Warren;Medicine;2005;30028;1984;Harvard Dataverse;21
48;Otto Stern;Physics;1943;10158;1922;Harvard Dataverse;21
721;IlÂ´ja M. Frank;Physics;1958;10136;1937;Harvard Dataverse;21
71;Igor Y. Tamm;Physics;1958;10135;1937;Harvard Dataverse;21
77;Lev Landau;Physics;1962;10128;1941;Harvard Dataverse;21
138;Jerome I. Friedman;Physics;1990;10066;1969;Harvard Dataverse;21
139;Henry W. Kendall;Physics;1990;10067;1969;Harvard Dataverse;21
140;Richard E. Taylor;Physics;1990;10065;1969;Harvard Dataverse;21
147;Martin L. Perl;Physics;1995;10057;1974;Harvard Dataverse;21
815;Peter GrÃ¼nberg;Physics;2007;10025;1986;Harvard Dataverse;21
211;Kurt Alder;Chemistry;1950;20125;1928;Harvard Dataverse;22
210;Otto Diels;Chemistry;1950;20126;1928;Harvard Dataverse;22
219;Sir Cyril Hinshelwood;Chemistry;1956;20116;1934;Harvard Dataverse;22
238;Odd Hassel;Chemistry;1969;20099;1947;Harvard Dataverse;22
330;Sir Henry Dale;Medicine;1936;30171;1914;Harvard Dataverse;22
455;Peter C. Doherty;Medicine;1996;30049;1974;Harvard Dataverse;22
456;Rolf M. Zinkernagel;Medicine;1996;30048;1974;Harvard Dataverse;22
958;James P. Allison;Medicine;2018;;1996;ChatGPT 4c (September 2024);22
52;Edward V. Appleton;Physics;1947;10154;1925;Harvard Dataverse;22
92;Louis NÃ©el;Physics;1970;10113;1948;Harvard Dataverse;22
102;Aage N. Bohr;Physics;1975;10101;1953;Harvard Dataverse;22
103;Ben R. Mottelson;Physics;1975;10102;1953;Harvard Dataverse;22
990;Andrea Ghez;Physics;2020;;1998;ChatGPT 4c (September 2024);22
1027;Ferenc Krausz;Physics;2023;;2001;ChatGPT 4c (September 2024);22
182;Richard Zsigmondy;Chemistry;1925;20154;1902;Harvard Dataverse;23
186;Arthur Harden;Chemistry;1929;20149;1906;Harvard Dataverse;23
729;Alan Heeger;Chemistry;2000;20041;1977;Harvard Dataverse;23
730;Alan MacDiarmid;Chemistry;2000;20043;1977;Harvard Dataverse;23
731;Hideki Shirakawa;Chemistry;2000;20042;1977;Harvard Dataverse;23
909;Eric Betzig;Chemistry;2014;20008;1991;Harvard Dataverse;23
425;Sune K. BergstrÃ¶m;Medicine;1982;30079;1959;Harvard Dataverse;23
451;Martin Rodbell;Medicine;1994;30053;1971;Harvard Dataverse;23
813;Oliver Smithies;Medicine;2007;30025;1984;Harvard Dataverse;23
885;Randy W. Schekman;Medicine;2013;30008;1990;Harvard Dataverse;23
927;Yoshinori Ohsumi;Medicine;2016;30001;1993;Harvard Dataverse;23
940;Michael W. Young;Medicine;2017;;1994;ChatGPT 4c (September 2024);23
93;Dennis Gabor;Physics;1971;10112;1948;Harvard Dataverse;23
119;Arthur L. Schawlow;Physics;1981;10086;1958;Harvard Dataverse;23
989;Reinhard Genzel;Physics;2020;;1997;ChatGPT 4c (September 2024);23
195;Peter Debye;Chemistry;1936;20141;1912;Harvard Dataverse;24
779;Aaron Ciechanover;Chemistry;2004;20030;1980;Harvard Dataverse;24
780;Avram Hershko;Chemistry;2004;20031;1980;Harvard Dataverse;24
781;Irwin Rose;Chemistry;2004;20032;1980;Harvard Dataverse;24
461;GÃ¼nter Blobel;Medicine;1999;30043;1975;Harvard Dataverse;24
825;Luc Montagnier;Medicine;2008;30021;1984;Harvard Dataverse;24
836;Carol W. Greider;Medicine;2009;30018;1985;Harvard Dataverse;24
997;David Julius;Medicine;2021;;1997;ChatGPT 4c (September 2024);24
42;Victor F. Hess;Physics;1936;10163;1912;Harvard Dataverse;24
70;Pavel A. Cherenkov;Physics;1958;10134;1934;Harvard Dataverse;24
142;Georges Charpak;Physics;1992;10063;1968;Harvard Dataverse;24
149;David M. Lee;Physics;1996;10054;1972;Harvard Dataverse;24
150;Douglas D. Osheroff;Physics;1996;10055;1972;Harvard Dataverse;24
151;Robert C. Richardson;Physics;1996;10056;1972;Harvard Dataverse;24
728;Jack Kilby;Physics;2000;10045;1976;Harvard Dataverse;24
974;Michel Mayor;Physics;2019;;1995;ChatGPT 4c (September 2024);24
975;Didier Queloz;Physics;2019;;1995;ChatGPT 4c (September 2024);24
281;Paul J. Crutzen;Chemistry;1995;20054;1970;Harvard Dataverse;25
291;John Pople;Chemistry;1998;20045;1973;Harvard Dataverse;25
932;Sir J. Fraser Stoddart;Chemistry;2016;20001;1991;Harvard Dataverse;25
963;Frances H. Arnold;Chemistry;2018;;1993;ChatGPT 4c (September 2024);25
384;Charles B. Huggins;Medicine;1966;30119;1941;Harvard Dataverse;25
752;John E. Sulston;Medicine;2002;30036;1977;Harvard Dataverse;25
824;FranÃ§oise BarrÃ©-Sinoussi;Medicine;2008;30020;1983;Harvard Dataverse;25
823;Harald zur Hausen;Medicine;2008;30022;1983;Harvard Dataverse;25
104;James Rainwater;Physics;1975;10103;1950;Harvard Dataverse;25
120;Kai M. Siegbahn;Physics;1981;10085;1956;Harvard Dataverse;25
906;Isamu Akasaki;Physics;2014;10006;1989;Harvard Dataverse;25
907;Hiroshi Amano;Physics;2014;10007;1989;Harvard Dataverse;25
942;Barry C. Barish;Physics;2017;;1992;ChatGPT 4c (September 2024);25
1014;Anton Zeilinger;Physics;2022;;1997;ChatGPT 4c (September 2024);25
253;Georg Wittig;Chemistry;1979;20083;1953;Harvard Dataverse;26
879;Brian Kobilka;Chemistry;2012;20014;1986;Harvard Dataverse;26
878;Robert J. Lefkowitz;Chemistry;2012;20013;1986;Harvard Dataverse;26
922;Paul Modrich;Chemistry;2015;20004;1989;Harvard Dataverse;26
391;Max DelbrÃ¼ck;Medicine;1969;30112;1943;Harvard Dataverse;26
393;Salvador E. Luria;Medicine;1969;30110;1943;Harvard Dataverse;26
437;Sir James W. Black;Medicine;1988;30065;1962;Harvard Dataverse;26
765;Sir Peter Mansfield;Medicine;2003;30032;1977;Harvard Dataverse;26
812;Sir Martin J. Evans;Medicine;2007;30023;1981;Harvard Dataverse;26
959;Tasuku Honjo;Medicine;2018;;1992;ChatGPT 4c (September 2024);26
970;William G. Kaelin Jr;Medicine;2019;;1993;ChatGPT 4c (September 2024);26
132;Leon M. Lederman;Physics;1988;10073;1962;Harvard Dataverse;26
133;Melvin Schwartz;Physics;1988;10072;1962;Harvard Dataverse;26
134;Jack Steinberger;Physics;1988;10071;1962;Harvard Dataverse;26
867;Dan Shechtman;Chemistry;2011;20015;1984;Harvard Dataverse;27
946;Richard Henderson;Chemistry;2017;;1990;ChatGPT 4c (September 2024);27
835;Elizabeth H. Blackburn;Medicine;2009;30019;1982;Harvard Dataverse;27
837;Jack W. Szostak;Medicine;2009;30017;1982;Harvard Dataverse;27
35;Owen Willans Richardson;Physics;1928;10171;1901;Harvard Dataverse;27
158;Gerardus 't Hooft;Physics;1999;10047;1972;Harvard Dataverse;27
159;Martinus J.G. Veltman;Physics;1999;10046;1972;Harvard Dataverse;27
965;Sir Gregory P. Winter;Chemistry;2018;;1990;ChatGPT 4c (September 2024);28
403;Albert Claude;Medicine;1974;30101;1946;Harvard Dataverse;28
421;George D. Snell;Medicine;1980;30083;1952;Harvard Dataverse;28
750;Sydney Brenner;Medicine;2002;30035;1974;Harvard Dataverse;28
972;Gregg L. Semenza;Medicine;2019;;1991;ChatGPT 4c (September 2024);28
61;Max Born;Physics;1954;10144;1926;Harvard Dataverse;28
88;Hans Bethe;Physics;1967;10117;1939;Harvard Dataverse;28
100;Martin Ryle;Physics;1974;10104;1946;Harvard Dataverse;28
108;Sir Nevill F. Mott;Physics;1977;10096;1949;Harvard Dataverse;28
257;Kenichi Fukui;Chemistry;1981;20078;1952;Harvard Dataverse;29
262;Herbert A. Hauptman;Chemistry;1985;20074;1956;Harvard Dataverse;29
263;Jerome Karle;Chemistry;1985;20073;1956;Harvard Dataverse;29
945;Joachim Frank;Chemistry;2017;;1988;ChatGPT 4c (September 2024);29
62;Walther Bothe;Physics;1954;10145;1925;Harvard Dataverse;29
207;Sir Robert Robinson;Chemistry;1947;20129;1917;Harvard Dataverse;30
1029;Moungi Bawendi;Chemistry;2023;;1993;ChatGPT 4c (September 2024);30
724;Eric Kandel;Medicine;2000;30040;1970;Harvard Dataverse;30
735;Leland Hartwell;Medicine;2001;30039;1971;Harvard Dataverse;30
764;Paul C. Lauterbur;Medicine;2003;30033;1973;Harvard Dataverse;30
943;Kip S. Thorne;Physics;2017;;1987;ChatGPT 4c (September 2024);30
260;Henry Taube;Chemistry;1983;20076;1952;Harvard Dataverse;31
275;Elias James Corey;Chemistry;1990;20061;1959;Harvard Dataverse;31
853;Akira Suzuki;Chemistry;2010;20018;1979;Harvard Dataverse;31
443;E. Donnall Thomas;Medicine;1990;30061;1959;Harvard Dataverse;31
723;Paul Greengard;Medicine;2000;30041;1969;Harvard Dataverse;31
986;Michael Houghton;Medicine;2020;;1989;ChatGPT 4c (September 2024);31
78;Eugene Wigner;Physics;1963;10127;1932;Harvard Dataverse;31
91;Hannes AlfvÃ©n;Physics;1970;10114;1939;Harvard Dataverse;31
776;David J. Gross;Physics;2004;10032;1973;Harvard Dataverse;31
777;H. David Politzer;Physics;2004;10033;1973;Harvard Dataverse;31
778;Frank Wilczek;Physics;2004;10031;1973;Harvard Dataverse;31
280;George A. Olah;Chemistry;1994;20056;1962;Harvard Dataverse;32
806;Roger D. Kornberg;Chemistry;2006;20026;1974;Harvard Dataverse;32
923;Aziz Sancar;Chemistry;2015;20006;1983;Harvard Dataverse;32
978;Akira Yoshino;Chemistry;2019;;1987;ChatGPT 4c (September 2024);32
434;Stanley Cohen;Medicine;1986;30069;1954;Harvard Dataverse;32
848;Robert G. Edwards;Medicine;2010;30016;1978;Harvard Dataverse;32
51;Percy W. Bridgman;Physics;1946;10155;1914;Harvard Dataverse;32
123;William A. Fowler;Physics;1983;10082;1951;Harvard Dataverse;32
136;Hans G. Dehmelt;Physics;1989;10069;1957;Harvard Dataverse;32
960;Arthur Ashkin;Physics;2018;;1986;ChatGPT 4c (September 2024);32
1028;Anne Lâ€™Huillier;Physics;2023;;1991;ChatGPT 4c (September 2024);32
741;William Knowles;Chemistry;2001;20039;1968;Harvard Dataverse;33
742;Ryoji Noyori;Chemistry;2001;20038;1968;Harvard Dataverse;33
816;Gerhard Ertl;Chemistry;2007;20025;1974;Harvard Dataverse;33
931;Jean-Pierre Sauvage;Chemistry;2016;20003;1983;Harvard Dataverse;33
944;Jacques Dubochet;Chemistry;2017;;1984;ChatGPT 4c (September 2024);33
964;George P. Smith;Chemistry;2018;;1985;ChatGPT 4c (September 2024);33
938;Jeffrey C. Hall;Medicine;2017;;1984;ChatGPT 4c (September 2024);33
939;Michael Rosbash;Medicine;2017;;1984;ChatGPT 4c (September 2024);33
929;F. Duncan M. Haldane;Physics;2016;10003;1983;Harvard Dataverse;33
961;GÃ©rard Mourou;Physics;2018;;1985;ChatGPT 4c (September 2024);33
962;Donna Strickland;Physics;2018;;1985;ChatGPT 4c (September 2024);33
216;Hermann Staudinger;Chemistry;1953;20120;1919;Harvard Dataverse;34
290;Walter Kohn;Chemistry;1998;20046;1964;Harvard Dataverse;34
794;Yves Chauvin;Chemistry;2005;20027;1971;Harvard Dataverse;34
852;Ei-ichi Negishi;Chemistry;2010;20017;1976;Harvard Dataverse;34
435;Rita Levi-Montalcini;Medicine;1986;30070;1952;Harvard Dataverse;34
438;Gertrude B. Elion;Medicine;1988;30067;1954;Harvard Dataverse;34
439;George H. Hitchings;Medicine;1988;30066;1954;Harvard Dataverse;34
442;Joseph E. Murray;Medicine;1990;30062;1956;Harvard Dataverse;34
447;Edwin G. Krebs;Medicine;1992;30058;1958;Harvard Dataverse;34
886;Thomas C. SÃ¼dhof;Medicine;2013;30009;1979;Harvard Dataverse;34
754;Masatoshi Koshiba;Physics;2002;10039;1968;Harvard Dataverse;34
267;Donald J. Cram;Chemistry;1987;20067;1952;Harvard Dataverse;35
985;Harvey J. Alter;Medicine;2020;;1985;ChatGPT 4c (September 2024);35
987;Charles M. Rice;Medicine;2020;;1985;ChatGPT 4c (September 2024);35
145;Bertram N. Brockhouse;Physics;1994;10060;1959;Harvard Dataverse;35
827;Makoto Kobayashi;Physics;2008;10022;1973;Harvard Dataverse;35
828;Toshihide Maskawa;Physics;2008;10023;1973;Harvard Dataverse;35
188;Hans Fischer;Chemistry;1930;20148;1894;Harvard Dataverse;36
277;Rudolph A. Marcus;Chemistry;1992;20059;1956;Harvard Dataverse;36
446;Edmond H. Fischer;Medicine;1992;30057;1956;Harvard Dataverse;36
917;Satoshi ÅŒmura;Medicine;2015;30004;1979;Harvard Dataverse;36
916;William C. Campbell;Medicine;2015;30003;1979;Harvard Dataverse;36
137;Wolfgang Paul;Physics;1989;10070;1953;Harvard Dataverse;36
236;Lars Onsager;Chemistry;1968;20100;1931;Harvard Dataverse;37
246;Paul J. Flory;Chemistry;1974;20090;1936;Harvard Dataverse;38
851;Richard F. Heck;Chemistry;2010;20016;1972;Harvard Dataverse;38
890;Michael Levitt;Chemistry;2013;20010;1975;Harvard Dataverse;38
891;Arieh Warshel;Chemistry;2013;20011;1975;Harvard Dataverse;38
1031;Aleksey Yekimov ;Chemistry;2023;;1985;ChatGPT 4c (September 2024);38
401;Konrad Lorenz;Medicine;1973;30103;1935;Harvard Dataverse;38
863;Ralph M. Steinman;Medicine;2011;30013;1973;Harvard Dataverse;38
918;Tu Youyou;Medicine;2015;30002;1977;Harvard Dataverse;38
976;John B. Goodenough;Chemistry;2019;;1980;ChatGPT 4c (September 2024);39
1030;Louis Brus;Chemistry;2023;;1984;ChatGPT 4c (September 2024);39
135;Norman F. Ramsey;Physics;1989;10068;1950;Harvard Dataverse;39
839;Willard S. Boyle;Physics;2009;10019;1970;Harvard Dataverse;39
840;George E. Smith;Physics;2009;10020;1970;Harvard Dataverse;39
289;Jens C. Skou;Chemistry;1997;20049;1957;Harvard Dataverse;40
110;Pyotr Kapitsa;Physics;1978;10093;1938;Harvard Dataverse;40
753;Raymond Davis Jr.;Physics;2002;10038;1962;Harvard Dataverse;40
1012;Alain Aspect;Physics;2022;;1982;ChatGPT 4c (September 2024);40
889;Martin Karplus;Chemistry;2013;20012;1972;Harvard Dataverse;41
921;Tomas Lindahl;Chemistry;2015;20005;1974;Harvard Dataverse;41
428;Barbara McClintock;Medicine;1983;30076;1941;Harvard Dataverse;42
722;Arvid Carlsson;Medicine;2000;30042;1958;Harvard Dataverse;42
148;Frederick Reines;Physics;1995;10058;1953;Harvard Dataverse;42
791;Roy J. Glauber;Physics;2005;10028;1963;Harvard Dataverse;42
1001;Giorgio Parisi;Physics;2021;;1979;ChatGPT 4c (September 2024);42
287;Paul D. Boyer;Chemistry;1997;20047;1954;Harvard Dataverse;43
977;M. Stanley Whittingham;Chemistry;2019;;1976;ChatGPT 4c (September 2024);43
903;John O'Keefe;Medicine;2014;30006;1971;Harvard Dataverse;43
146;Clifford G. Shull;Physics;1994;10059;1951;Harvard Dataverse;43
838;Charles K. Kao;Physics;2009;10018;1966;Harvard Dataverse;43
930;J. Michael Kosterlitz;Physics;2016;10002;1973;Harvard Dataverse;43
928;David J. Thouless;Physics;2016;10001;1973;Harvard Dataverse;43
1026;Pierre Agostini;Physics;2023;;1979;ChatGPT 4c (September 2024);44
109;John H. Van Vleck;Physics;1977;10098;1932;Harvard Dataverse;45
941;Rainer Weiss;Physics;2017;;1972;ChatGPT 4c (September 2024);45
1000;Klaus Hasselmann;Physics;2021;;1976;ChatGPT 4c (September 2024);45
829;Osamu Shimomura;Chemistry;2008;20024;1962;Harvard Dataverse;46
400;Karl von Frisch;Medicine;1973;30102;1927;Harvard Dataverse;46
766;Alexei Abrikosov;Physics;2003;10034;1957;Harvard Dataverse;46
826;Yoichiro Nambu;Physics;2008;10021;1960;Harvard Dataverse;48
887;FranÃ§ois Englert;Physics;2013;10009;1964;Harvard Dataverse;49
888;Peter Higgs;Physics;2013;10010;1964;Harvard Dataverse;49
874;Sir John B. Gurdon;Medicine;2012;30012;1962;Harvard Dataverse;50
1013;John Clauser;Physics;2022;;1972;ChatGPT 4c (September 2024);50
122;Subrahmanyan Chandrasekhar;Physics;1983;10083;1931;Harvard Dataverse;52
767;Vitaly L. Ginzburg;Physics;2003;10036;1950;Harvard Dataverse;53
127;Ernst Ruska;Physics;1986;10078;1932;Harvard Dataverse;54
973;James Peebles;Physics;2019;;1965;ChatGPT 4c (September 2024);54
999;Syukuro Manabe;Physics;2021;;1967;ChatGPT 4c (September 2024);54
988;Roger Penrose;Physics;2020;;1965;ChatGPT 4c (September 2024);55
383;Peyton Rous;Medicine;1966;30120;1910;Harvard Dataverse;56
